ID,Title,Organization Name,City2,Province2,Date(s),Topics,Summary,Source Link,Image,Image Source Link
197,Winnipeg Rainbow Resource Centre Open House and Community BBQ 2012,"[""Rainbow Resource Centre""]",Winnipeg,MB,23-May-12,"[""Community Event""]","<span style=""color&#58;black;"">​</span>C<span style=""left&#58;99.0133px;top&#58;568.071px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr"">ome join us at the</span><span><span style=""left&#58;203.013px;top&#58;568.071px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr""> </span><span style=""left&#58;206.467px;top&#58;568.071px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr"">r</span></span><span style=""left&#58;214.32px;top&#58;568.071px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr"">ainbow</span><span><span style=""left&#58;256.8px;top&#58;568.071px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr""> </span><span style=""left&#58;260.253px;top&#58;568.071px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr"">r</span></span><span style=""left&#58;267.973px;top&#58;568.071px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr"">esource</span><span><span style=""left&#58;90px;top&#58;584.324px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr""> c</span></span><span style=""left&#58;99.0133px;top&#58;584.324px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr"">entre to meet the staff and volunteers,</span><span style=""left&#58;90px;top&#58;600.578px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr""> tour and learn about the</span><span><span style=""left&#58;230.867px;top&#58;600.578px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr""> </span><span style=""left&#58;234.32px;top&#58;600.578px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr"">c</span></span><span style=""left&#58;243.333px;top&#58;600.578px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr"">entre,</span><span style=""left&#58;90px;top&#58;616.831px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr""> and enjoy a hot dog or veggie dog!</span><br><span style=""left&#58;90px;top&#58;633.084px;font-size&#58;13.3333px;font-family&#58;sans-serif;"" dir=""ltr"">Donations welcome!</span><br>","2012 Winnipeg Pride Guide, page 22",,
198,Winnipeg Lesbian Lube Wrestling 2012,"[""A Women's Event""]",Winnipeg,MB,29-May-12,"[""Community Event""]","<span style=""color&#58;black;""><br></span></div><div style=""font-family&#58;Calibri, Arial, Helvetica, sans-serif;font-size&#58;11pt;color&#58;rgb(0, 0, 0);""><p><br></p><p>Event to be hosted at Club 200 for one of the newest and hottest events of Pride Week!</p><p>Lubed-up lesbians will wrestle to see who is the most smooth, yet tactical lesbian lube wrestler of 2012.</p><p>Lots of funs, lube, and great prizes!</p>Hostess Anita Stallion is refereeing so expect the part to get slippery! Sponsored by Love Nest.<p>$5 Entry fee with proceeds going to Pride Winnipeg</p>",Information taken from 2012 Pride Guide,,
199,Winnipeg Dyke March 2012,"[""Dyke March Winnipeg""]",Winnipeg,MB,2-Jun-12,"[""Community Event""]","<div><p style=""margin&#58;0cm;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;""><span style=""font-family&#58;calibri;color&#58;black;"">​</span><span style=""font-family&#58;calibri;color&#58;rgb(0, 0, 0);"">J​oin in for Winnipeg’s third annual Dyke march! this is an
all-inclusive event, demonstrating the presence, strength and solidarity of
queer women and our allies. </span></p></div>","2012 Winnipeg Pride Guide, page 29",,
200,Edmonton Pride Parade Route 2004,"[""Edmonton Pride Festival""]",Edmonton,AB,19-Jun-04,"[""Parade Route Change""]","<span style=""color&#58;black;"">​</span><span style=""color&#58;black;""><span style=""""><span lang=""EN-CA"" style=""font-size&#58;11.0pt;line-height&#58;107%;font-family&#58;&quot;Arial&quot;,sans-serif;""><span style="""">Line
up on 111 St. (just north of Jasper) @ </span></span></span><span style=""""><b><span lang=""EN-CA"" style=""font-size&#58;11.0pt;line-height&#58;107%;font-family&#58;&quot;Arial&quot;,sans-serif;""><span style="""">1 pm</span></span></b></span><span style=""""><span lang=""EN-CA"" style=""font-size&#58;11.0pt;line-height&#58;107%;font-family&#58;&quot;Arial&quot;,sans-serif;""><span style=""""> to Oliver Arena
Parade starts @</span></span></span><span style=""""><b><span lang=""EN-CA"" style=""font-size&#58;11.0pt;line-height&#58;107%;font-family&#58;&quot;Arial&quot;,sans-serif;""><span style="""">
2pm</span></span></b></span></span>",,,
201,Edmonton Pride Theme 2004,"[""Edmonton Pride Festival""]",Edmonton,AB,Jun-04,"[""Pride Theme""]","<span style=""color&#58;black;"">​<span lang=""EN-CA"" style=""font-size&#58;11.0pt;line-height&#58;107%;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Theme
(?)&#58; PIONEERING PRIDE 2004</span><div style=""""><br></div></span><br>",,,
202,Edmonton Pride Attendance 2004,"[""Edmonton Pride Festival""]",Edmonton,AB,Jun-04,"[""Attendance Record""]","<span style=""color&#58;black;"">​No information found.</span><br>",,,
203,Edmonton Pride Awards 2004,"[""Edmonton Pride Festival""]",Edmonton,AB,18-Jun-04,"[""Proclamation/Award/Accolade""]","<span style=""color&#58;black;"">​<p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Maureen Irwin Award&#58; Shawna&#160;</span></span><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Hohendorf</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Michael Phair Award&#58; Blair Croft</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Sheryl McInnis Award&#58;&#160;</span></span><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Dr.Kristopher</span></span><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;Wells</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Mickey Wilson Award&#58; Mickey Wilson</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Larry Sand Award&#58; Algonquin Travel</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Todd Janes Award&#58; Todd Janes</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Pride Certificates&#58; Megan Heather, Carl Swanson,
Michael Woolley</span></span></p></span>",,,
204,Edmonton Pride Headliner 2004,"[""Edmonton Pride Festival""]",Edmonton,AB,Jun-04,"[""Artist/Performance Lineup""]","<span style=""color&#58;black;"">​<p style=""margin&#58;0in 0in 8pt;line-height&#58;107%;font-size&#58;11pt;font-family&#58;Calibri, sans-serif;""><span style=""""><span><span lang=""EN-CA"" style=""color&#58;black;background&#58;white;"">Edmonton&#160;Pride&#160;Squad and
CHEER San Fransisco – After Parade / Beer Gardens – Oliver Arena</span></span></span><span style=""""><span><span lang=""EN-CA"" style=""color&#58;black;background&#58;white;"">&#160;</span></span></span><span><span lang=""EN-CA"" style=""background&#58;white;""></span></span></p><p style=""margin&#58;0in 0in 8pt;line-height&#58;107%;font-size&#58;11pt;font-family&#58;Calibri, sans-serif;""><span><span lang=""EN-CA"">&#160;</span></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Edmonton&#160;Vocal
Minority presents &quot;Our Musical Language&quot;&#160;with guests Notre Dame des&#160;</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Bananes</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">;
also Sheila&#160;Wright (piano), John Mahon (clarinet), and Jennifer Bustin
(violin).</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">ISCWR
- 2004 Coronation,&#160;</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Mr</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;and&#160;</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Mz</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;Gay&#160;Edmonton&#160;Pagent
- Boots</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin&#58;0in 0in 8pt;line-height&#58;107%;font-size&#58;11pt;font-family&#58;Calibri, sans-serif;""><span lang=""EN-CA"">&#160;</span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Various
events listed in&#160;2004 calendar archives.<u>&#160;</u></span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Performers
at events not always identified.</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Edmonton&#160;Pride&#160;Squad
and CHEER are not described as headliners however they are performing at a big
event / venue</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span></p></span>",,,
205,Edmonton Pride Logo 2003-2004,"[""Edmonton Pride Festival""]",Edmonton,AB,"November 29, 2003 to January 29, 2004","[""Logo""]","<span style=""color&#58;black;"">​<span lang=""EN-CA"" style=""font-size&#58;11.0pt;line-height&#58;107%;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Logo
that appeared on prideedmonton.org between these dates. (Might appear earlier, images are broken on earlier versions of the site)</span><div style=""""><div style=""""><br></div></div></span><br>",,Picture1.png,
206,Edmonton Pride Week Society Director/Chair 2004,"[""Edmonton Pride Festival""]",Edmonton,AB,1-Apr-04,"[""Leadership Appointment""]","<span style=""color&#58;black;"">​<p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Male Co-Chair&#58; Mickey Wilson&#160;</span></span><span><span style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">&#160;</span></span><span style=""font-size&#58;9.0pt;font-family&#58;&quot;Segoe UI&quot;,sans-serif;""></span></p><p style=""margin-right&#58;0in;margin-left&#58;0in;font-size&#58;12pt;font-family&#58;&quot;Times New Roman&quot;, serif;margin&#58;0in;""><span><span lang=""EN-CA"" style=""font-size&#58;11.0pt;font-family&#58;&quot;Calibri&quot;,sans-serif;"">Female Co-Chair&#58; Ilka Wilkinson</span></span></p></span>",,,
207,Winnipeg Cocktails in the Trees 2009,"[""Lesbian and Gay Pride""]",Winnipeg,MB,13-Jun-09,"[""Community Event""]","<span style=""color&#58;black;"">​A Pride fundraiser in the form of a cocktail event.</span><br>",,,
208,Winnipeg Cocktails Off Broadway 2018,"[""Pride Winnipeg""]",Winnipeg,MB,2-Jun-18,"[""Community Event""]","<span style=""color&#58;black;"">​A cocktail Pride celebration that supported the Snowy Owl Monarchist Society's Community Development Award scholarship for LGBTTQ* students.</span><br>",http://publications.winnipegfreepress.com/i/985325-2018/5?,,
209,Winnipeg Cocktails Off Broadway 2019,"[""Pride Winnipeg""]",Winnipeg,MB,1-Jun-19,"[""Community Event""]","<span style=""color&#58;black;"">​A cocktail event featuring a live piano and soloists, with admission by donation. Proceeds went to the Snowy Owl Monarchist Society Inc. and Rainbow Harmony Project.</span><br>",http://publications.winnipegfreepress.com/i/1118647-2019/7?,,
210,Winnipeg Pride Golf Tournament 2010,"[""Rainbow Resource Centre""]",Winnipeg,MB,"June 5 ,2010","[""Community Event""]","The tournament was a fundraiser for the Rainbow Resource Centre, and included food, dancing, and prizes.",https://rainbowresourcecentre.org/files/RRC-AR-2011.pdf,,
211,Winnipeg Pride Golf Tournament 2011,"[""Rainbow Resource Centre""]",Winnipeg,MB,28-May-11,"[""Community Event""]","<span style=""color&#58;black;"">​The tournament was a fundraiser for the Rainbow Resource Centre that featured food, dancing, and prizes. It was sponsored Panet Road RONA and Southside Golf Course, and the event was also supported by Frontier Toyota.</span><br>",https://rainbowresourcecentre.org/files/RRC-AR-2012.pdf,,
212,Winnipeg Pride Golf Tournament 2013,"[""Rainbow Resource Centre""]",Winnipeg,MB,2013,"[""Community Event""]","<span style=""color&#58;black;"">​Sponsored by Panet Road RONA, Rogers &amp; Associates/Wealth Management Group of RBC Dominion Securities, and Southside Golf Course.</span><br>",https://rainbowresourcecentre.org/files/RRC-AR-2012.pdf,,
